date,fold,asian_session_start,asian_session_end,asian_bar_count,missing_bar_count,extra_or_offgrid_count,asian_high,asian_low,complete_28_bars,post_0700_in_range_count
2024-07-23,2024H2,2024-07-23 00:00:00+00:00,2024-07-23 07:00:00+00:00,28,0,0,156.927,156.197,True,0
2024-07-24,2024H2,2024-07-24 00:00:00+00:00,2024-07-24 07:00:00+00:00,28,0,0,155.99,154.351,True,0
2024-07-25,2024H2,2024-07-25 00:00:00+00:00,2024-07-25 07:00:00+00:00,28,0,0,153.968,152.229,True,0
2024-07-26,2024H2,2024-07-26 00:00:00+00:00,2024-07-26 07:00:00+00:00,28,0,0,154.139,153.366,True,0
2024-07-28,2024H2,2024-07-28 00:00:00+00:00,2024-07-28 07:00:00+00:00,0,28,0,,,False,0
2024-07-29,2024H2,2024-07-29 00:00:00+00:00,2024-07-29 07:00:00+00:00,28,0,0,154.351,153.014,True,0
2024-07-30,2024H2,2024-07-30 00:00:00+00:00,2024-07-30 07:00:00+00:00,28,0,0,155.213,153.615,True,0
2024-07-31,2024H2,2024-07-31 00:00:00+00:00,2024-07-31 07:00:00+00:00,28,0,0,153.894,151.587,True,0
2024-08-01,2024H2,2024-08-01 00:00:00+00:00,2024-08-01 07:00:00+00:00,28,0,0,150.335,148.508,True,0
2024-08-02,2024H2,2024-08-02 00:00:00+00:00,2024-08-02 07:00:00+00:00,28,0,0,149.772,148.804,True,0
2024-08-04,2024H2,2024-08-04 00:00:00+00:00,2024-08-04 07:00:00+00:00,0,28,0,,,False,0
2024-08-05,2024H2,2024-08-05 00:00:00+00:00,2024-08-05 07:00:00+00:00,28,0,0,145.94,141.676,True,0
2024-08-06,2024H2,2024-08-06 00:00:00+00:00,2024-08-06 07:00:00+00:00,28,0,0,146.365,144.302,True,0
2024-08-07,2024H2,2024-08-07 00:00:00+00:00,2024-08-07 07:00:00+00:00,28,0,0,147.897,144.543,True,0
2024-08-08,2024H2,2024-08-08 00:00:00+00:00,2024-08-08 07:00:00+00:00,28,0,0,146.871,145.426,True,0
2024-08-09,2024H2,2024-08-09 00:00:00+00:00,2024-08-09 07:00:00+00:00,28,0,0,147.768,146.71,True,0
2024-08-11,2024H2,2024-08-11 00:00:00+00:00,2024-08-11 07:00:00+00:00,0,28,0,,,False,0
2024-08-12,2024H2,2024-08-12 00:00:00+00:00,2024-08-12 07:00:00+00:00,28,0,0,147.28,146.698,True,0
2024-08-13,2024H2,2024-08-13 00:00:00+00:00,2024-08-13 07:00:00+00:00,28,0,0,147.945,147.003,True,0
2024-08-14,2024H2,2024-08-14 00:00:00+00:00,2024-08-14 07:00:00+00:00,28,0,0,147.313,146.068,True,0
2024-08-15,2024H2,2024-08-15 00:00:00+00:00,2024-08-15 07:00:00+00:00,28,0,0,147.609,147.053,True,0
2024-08-16,2024H2,2024-08-16 00:00:00+00:00,2024-08-16 07:00:00+00:00,28,0,0,149.268,148.738,True,0
2024-08-18,2024H2,2024-08-18 00:00:00+00:00,2024-08-18 07:00:00+00:00,0,28,0,,,False,0
2024-08-19,2024H2,2024-08-19 00:00:00+00:00,2024-08-19 07:00:00+00:00,28,0,0,148.0,145.182,True,0
2024-08-20,2024H2,2024-08-20 00:00:00+00:00,2024-08-20 07:00:00+00:00,28,0,0,147.345,145.845,True,0
2024-08-21,2024H2,2024-08-21 00:00:00+00:00,2024-08-21 07:00:00+00:00,28,0,0,145.976,144.93,True,0
2024-08-22,2024H2,2024-08-22 00:00:00+00:00,2024-08-22 07:00:00+00:00,28,0,0,145.641,144.939,True,0
2024-08-23,2024H2,2024-08-23 00:00:00+00:00,2024-08-23 07:00:00+00:00,28,0,0,146.334,145.29,True,0
2024-08-25,2024H2,2024-08-25 00:00:00+00:00,2024-08-25 07:00:00+00:00,0,28,0,,,False,0
2024-08-26,2024H2,2024-08-26 00:00:00+00:00,2024-08-26 07:00:00+00:00,28,0,0,144.215,143.444,True,0
2024-08-27,2024H2,2024-08-27 00:00:00+00:00,2024-08-27 07:00:00+00:00,28,0,0,144.97,144.45,True,0
2024-08-28,2024H2,2024-08-28 00:00:00+00:00,2024-08-28 07:00:00+00:00,28,0,0,144.603,143.908,True,0
2024-08-29,2024H2,2024-08-29 00:00:00+00:00,2024-08-29 07:00:00+00:00,28,0,0,144.86,144.269,True,0
2024-08-30,2024H2,2024-08-30 00:00:00+00:00,2024-08-30 07:00:00+00:00,28,0,0,145.09,144.653,True,0
2024-09-01,2024H2,2024-09-01 00:00:00+00:00,2024-09-01 07:00:00+00:00,0,28,0,,,False,0
2024-09-02,2024H2,2024-09-02 00:00:00+00:00,2024-09-02 07:00:00+00:00,28,0,0,146.544,145.773,True,0
2024-09-03,2024H2,2024-09-03 00:00:00+00:00,2024-09-03 07:00:00+00:00,28,0,0,147.207,145.992,True,0
2024-09-04,2024H2,2024-09-04 00:00:00+00:00,2024-09-04 07:00:00+00:00,28,0,0,145.552,144.856,True,0
2024-09-05,2024H2,2024-09-05 00:00:00+00:00,2024-09-05 07:00:00+00:00,28,0,0,143.903,143.048,True,0
2024-09-06,2024H2,2024-09-06 00:00:00+00:00,2024-09-06 07:00:00+00:00,28,0,0,143.417,142.253,True,0
2024-09-08,2024H2,2024-09-08 00:00:00+00:00,2024-09-08 07:00:00+00:00,0,28,0,,,False,0
2024-09-09,2024H2,2024-09-09 00:00:00+00:00,2024-09-09 07:00:00+00:00,28,0,0,143.091,142.414,True,0
2024-09-10,2024H2,2024-09-10 00:00:00+00:00,2024-09-10 07:00:00+00:00,28,0,0,143.543,143.031,True,0
2024-09-11,2024H2,2024-09-11 00:00:00+00:00,2024-09-11 07:00:00+00:00,28,0,0,142.425,140.707,True,0
2024-09-12,2024H2,2024-09-12 00:00:00+00:00,2024-09-12 07:00:00+00:00,28,0,0,142.949,142.256,True,0
2024-09-13,2024H2,2024-09-13 00:00:00+00:00,2024-09-13 07:00:00+00:00,28,0,0,141.557,140.644,True,0
2024-09-15,2024H2,2024-09-15 00:00:00+00:00,2024-09-15 07:00:00+00:00,0,28,0,,,False,0
2024-09-16,2024H2,2024-09-16 00:00:00+00:00,2024-09-16 07:00:00+00:00,28,0,0,140.849,139.724,True,0
2024-09-17,2024H2,2024-09-17 00:00:00+00:00,2024-09-17 07:00:00+00:00,28,0,0,140.843,140.32,True,0
2024-09-18,2024H2,2024-09-18 00:00:00+00:00,2024-09-18 07:00:00+00:00,28,0,0,142.02,141.223,True,0
2024-09-19,2024H2,2024-09-19 00:00:00+00:00,2024-09-19 07:00:00+00:00,28,0,0,143.944,142.094,True,0
2024-09-20,2024H2,2024-09-20 00:00:00+00:00,2024-09-20 07:00:00+00:00,28,0,0,143.042,141.736,True,0
2024-09-22,2024H2,2024-09-22 00:00:00+00:00,2024-09-22 07:00:00+00:00,0,28,0,,,False,0
2024-09-23,2024H2,2024-09-23 00:00:00+00:00,2024-09-23 07:00:00+00:00,28,0,0,144.459,143.865,True,0
2024-09-24,2024H2,2024-09-24 00:00:00+00:00,2024-09-24 07:00:00+00:00,28,0,0,144.466,143.374,True,0
2024-09-25,2024H2,2024-09-25 00:00:00+00:00,2024-09-25 07:00:00+00:00,28,0,0,143.739,142.906,True,0
2024-09-26,2024H2,2024-09-26 00:00:00+00:00,2024-09-26 07:00:00+00:00,28,0,0,145.035,144.443,True,0
2024-09-27,2024H2,2024-09-27 00:00:00+00:00,2024-09-27 07:00:00+00:00,28,0,0,146.491,143.131,True,0
2024-09-29,2024H2,2024-09-29 00:00:00+00:00,2024-09-29 07:00:00+00:00,0,28,0,,,False,0
2024-09-30,2024H2,2024-09-30 00:00:00+00:00,2024-09-30 07:00:00+00:00,28,0,0,142.842,141.642,True,0
2024-10-01,2024H2,2024-10-01 00:00:00+00:00,2024-10-01 07:00:00+00:00,28,0,0,144.529,143.657,True,0
2024-10-02,2024H2,2024-10-02 00:00:00+00:00,2024-10-02 07:00:00+00:00,28,0,0,144.185,143.53,True,0
2024-10-03,2024H2,2024-10-03 00:00:00+00:00,2024-10-03 07:00:00+00:00,28,0,0,147.239,146.462,True,0
2024-10-04,2024H2,2024-10-04 00:00:00+00:00,2024-10-04 07:00:00+00:00,28,0,0,146.929,145.918,True,0
2024-10-06,2024H2,2024-10-06 00:00:00+00:00,2024-10-06 07:00:00+00:00,0,28,0,,,False,0
2024-10-07,2024H2,2024-10-07 00:00:00+00:00,2024-10-07 07:00:00+00:00,28,0,0,148.792,148.217,True,0
2024-10-08,2024H2,2024-10-08 00:00:00+00:00,2024-10-08 07:00:00+00:00,28,0,0,148.191,147.51,True,0
2024-10-09,2024H2,2024-10-09 00:00:00+00:00,2024-10-09 07:00:00+00:00,28,0,0,148.653,148.01,True,0
2024-10-10,2024H2,2024-10-10 00:00:00+00:00,2024-10-10 07:00:00+00:00,28,0,0,149.544,149.001,True,0
2024-10-11,2024H2,2024-10-11 00:00:00+00:00,2024-10-11 07:00:00+00:00,28,0,0,148.856,148.401,True,0
2024-10-13,2024H2,2024-10-13 00:00:00+00:00,2024-10-13 07:00:00+00:00,0,28,0,,,False,0
2024-10-14,2024H2,2024-10-14 00:00:00+00:00,2024-10-14 07:00:00+00:00,28,0,0,149.367,149.14,True,0
2024-10-15,2024H2,2024-10-15 00:00:00+00:00,2024-10-15 07:00:00+00:00,28,0,0,149.758,149.304,True,0
2024-10-16,2024H2,2024-10-16 00:00:00+00:00,2024-10-16 07:00:00+00:00,28,0,0,149.373,148.861,True,0
2024-10-17,2024H2,2024-10-17 00:00:00+00:00,2024-10-17 07:00:00+00:00,28,0,0,149.648,149.24,True,0
2024-10-18,2024H2,2024-10-18 00:00:00+00:00,2024-10-18 07:00:00+00:00,28,0,0,150.148,149.769,True,0
2024-10-20,2024H2,2024-10-20 00:00:00+00:00,2024-10-20 07:00:00+00:00,0,28,0,,,False,0
2024-10-21,2024H2,2024-10-21 00:00:00+00:00,2024-10-21 07:00:00+00:00,28,0,0,149.644,149.086,True,0
2024-10-22,2024H2,2024-10-22 00:00:00+00:00,2024-10-22 07:00:00+00:00,28,0,0,151.102,150.494,True,0
2024-10-23,2024H2,2024-10-23 00:00:00+00:00,2024-10-23 07:00:00+00:00,28,0,0,152.379,151.135,True,0
2024-10-24,2024H2,2024-10-24 00:00:00+00:00,2024-10-24 07:00:00+00:00,28,0,0,152.792,152.049,True,0
2024-10-25,2024H2,2024-10-25 00:00:00+00:00,2024-10-25 07:00:00+00:00,28,0,0,152.104,151.452,True,0
2024-10-27,2024H2,2024-10-27 00:00:00+00:00,2024-10-27 07:00:00+00:00,0,28,0,,,False,0
2024-10-28,2024H2,2024-10-28 00:00:00+00:00,2024-10-28 07:00:00+00:00,28,0,0,153.879,152.767,True,0
2024-10-29,2024H2,2024-10-29 00:00:00+00:00,2024-10-29 07:00:00+00:00,28,0,0,153.242,152.754,True,0
2024-10-30,2024H2,2024-10-30 00:00:00+00:00,2024-10-30 07:00:00+00:00,28,0,0,153.462,153.07,True,0
2024-10-31,2024H2,2024-10-31 00:00:00+00:00,2024-10-31 07:00:00+00:00,28,0,0,153.611,152.052,True,0
2024-11-01,2024H2,2024-11-01 00:00:00+00:00,2024-11-01 07:00:00+00:00,28,0,0,152.652,151.874,True,0
2024-11-03,2024H2,2024-11-03 00:00:00+00:00,2024-11-03 07:00:00+00:00,0,28,0,,,False,0
2024-11-04,2024H2,2024-11-04 00:00:00+00:00,2024-11-04 07:00:00+00:00,28,0,0,152.288,151.598,True,0
2024-11-05,2024H2,2024-11-05 00:00:00+00:00,2024-11-05 07:00:00+00:00,28,0,0,152.543,152.113,True,0
2024-11-06,2024H2,2024-11-06 00:00:00+00:00,2024-11-06 07:00:00+00:00,28,0,0,154.38,151.283,True,0
2024-11-07,2024H2,2024-11-07 00:00:00+00:00,2024-11-07 07:00:00+00:00,28,0,0,154.708,153.93,True,0
2024-11-08,2024H2,2024-11-08 00:00:00+00:00,2024-11-08 07:00:00+00:00,28,0,0,153.366,152.548,True,0
2024-11-10,2024H2,2024-11-10 00:00:00+00:00,2024-11-10 07:00:00+00:00,0,28,0,,,False,0
2024-11-11,2024H2,2024-11-11 00:00:00+00:00,2024-11-11 07:00:00+00:00,28,0,0,153.667,152.87,True,0
2024-11-12,2024H2,2024-11-12 00:00:00+00:00,2024-11-12 07:00:00+00:00,28,0,0,154.061,153.403,True,0
2024-11-13,2024H2,2024-11-13 00:00:00+00:00,2024-11-13 07:00:00+00:00,28,0,0,155.154,154.539,True,0
2024-11-14,2024H2,2024-11-14 00:00:00+00:00,2024-11-14 07:00:00+00:00,28,0,0,156.133,155.404,True,0
2024-11-15,2024H2,2024-11-15 00:00:00+00:00,2024-11-15 07:00:00+00:00,28,0,0,156.746,156.035,True,0
2024-11-17,2024H2,2024-11-17 00:00:00+00:00,2024-11-17 07:00:00+00:00,0,28,0,,,False,0
2024-11-18,2024H2,2024-11-18 00:00:00+00:00,2024-11-18 07:00:00+00:00,28,0,0,155.138,153.838,True,0
2024-11-19,2024H2,2024-11-19 00:00:00+00:00,2024-11-19 07:00:00+00:00,28,0,0,154.614,153.948,True,0
2024-11-20,2024H2,2024-11-20 00:00:00+00:00,2024-11-20 07:00:00+00:00,28,0,0,155.459,154.584,True,0
2024-11-21,2024H2,2024-11-21 00:00:00+00:00,2024-11-21 07:00:00+00:00,28,0,0,155.299,154.554,True,0
2024-11-22,2024H2,2024-11-22 00:00:00+00:00,2024-11-22 07:00:00+00:00,28,0,0,154.954,153.963,True,0
2024-11-24,2024H2,2024-11-24 00:00:00+00:00,2024-11-24 07:00:00+00:00,0,28,0,,,False,0
2024-11-25,2024H2,2024-11-25 00:00:00+00:00,2024-11-25 07:00:00+00:00,28,0,0,154.48,153.548,True,0
2024-11-26,2024H2,2024-11-26 00:00:00+00:00,2024-11-26 07:00:00+00:00,28,0,0,154.413,153.544,True,0
2024-11-27,2024H2,2024-11-27 00:00:00+00:00,2024-11-27 07:00:00+00:00,28,0,0,153.032,152.067,True,0
2024-11-28,2024H2,2024-11-28 00:00:00+00:00,2024-11-28 07:00:00+00:00,28,0,0,151.746,151.281,True,0
2024-11-29,2024H2,2024-11-29 00:00:00+00:00,2024-11-29 07:00:00+00:00,28,0,0,151.206,149.758,True,0
2024-12-01,2024H2,2024-12-01 00:00:00+00:00,2024-12-01 07:00:00+00:00,0,28,0,,,False,0
2024-12-02,2024H2,2024-12-02 00:00:00+00:00,2024-12-02 07:00:00+00:00,28,0,0,150.747,149.802,True,0
2024-12-03,2024H2,2024-12-03 00:00:00+00:00,2024-12-03 07:00:00+00:00,28,0,0,150.234,149.497,True,0
2024-12-04,2024H2,2024-12-04 00:00:00+00:00,2024-12-04 07:00:00+00:00,28,0,0,150.167,149.52,True,0
2024-12-05,2024H2,2024-12-05 00:00:00+00:00,2024-12-05 07:00:00+00:00,28,0,0,150.68,149.659,True,0
2024-12-06,2024H2,2024-12-06 00:00:00+00:00,2024-12-06 07:00:00+00:00,28,0,0,150.272,149.768,True,0
2024-12-08,2024H2,2024-12-08 00:00:00+00:00,2024-12-08 07:00:00+00:00,0,28,0,,,False,0
2024-12-09,2024H2,2024-12-09 00:00:00+00:00,2024-12-09 07:00:00+00:00,28,0,0,150.191,149.689,True,0
2024-12-10,2024H2,2024-12-10 00:00:00+00:00,2024-12-10 07:00:00+00:00,28,0,0,151.547,150.894,True,0
2024-12-11,2024H2,2024-12-11 00:00:00+00:00,2024-12-11 07:00:00+00:00,28,0,0,151.869,151.414,True,0
2024-12-12,2024H2,2024-12-12 00:00:00+00:00,2024-12-12 07:00:00+00:00,28,0,0,152.771,151.949,True,0
2024-12-13,2024H2,2024-12-13 00:00:00+00:00,2024-12-13 07:00:00+00:00,28,0,0,153.086,152.553,True,0
2024-12-15,2024H2,2024-12-15 00:00:00+00:00,2024-12-15 07:00:00+00:00,0,28,0,,,False,0
2024-12-16,2024H2,2024-12-16 00:00:00+00:00,2024-12-16 07:00:00+00:00,28,0,0,153.969,153.322,True,0
2024-12-17,2024H2,2024-12-17 00:00:00+00:00,2024-12-17 07:00:00+00:00,28,0,0,154.342,153.798,True,0
2024-12-18,2024H2,2024-12-18 00:00:00+00:00,2024-12-18 07:00:00+00:00,28,0,0,153.784,153.332,True,0
2024-12-19,2024H2,2024-12-19 00:00:00+00:00,2024-12-19 07:00:00+00:00,28,0,0,156.144,154.463,True,0
2024-12-20,2024H2,2024-12-20 00:00:00+00:00,2024-12-20 07:00:00+00:00,28,0,0,157.924,156.833,True,0
2024-12-22,2024H2,2024-12-22 00:00:00+00:00,2024-12-22 07:00:00+00:00,0,28,0,,,False,0
2024-12-23,2024H2,2024-12-23 00:00:00+00:00,2024-12-23 07:00:00+00:00,28,0,0,156.691,156.337,True,0
2024-12-24,2024H2,2024-12-24 00:00:00+00:00,2024-12-24 07:00:00+00:00,28,0,0,157.393,156.887,True,0
2024-12-25,2024H2,2024-12-25 00:00:00+00:00,2024-12-25 07:00:00+00:00,28,0,0,157.346,156.96,True,0
2024-12-26,2024H2,2024-12-26 00:00:00+00:00,2024-12-26 07:00:00+00:00,28,0,0,157.474,157.069,True,0
2024-12-27,2024H2,2024-12-27 00:00:00+00:00,2024-12-27 07:00:00+00:00,28,0,0,157.948,157.504,True,0
2024-12-29,2024H2,2024-12-29 00:00:00+00:00,2024-12-29 07:00:00+00:00,0,28,0,,,False,0
2024-12-30,2024H2,2024-12-30 00:00:00+00:00,2024-12-30 07:00:00+00:00,28,0,0,158.071,157.697,True,0
2024-12-31,2024H2,2024-12-31 00:00:00+00:00,2024-12-31 07:00:00+00:00,28,0,0,157.045,156.134,True,0
